Expenses,Amount Spent
Owl Night Club,-2946.2002
Von's Groceries,-1433.43

User Id : 34096,
Credit Card Overdraft Fee,-1332.3297
Ralph's Grocery Store,-1103.9603
Comfort Inn,23.05
NBA Ticket - Lakers,-3409.6301
Starbucks Coffee,-1710.7903
Taxi,-2694.6697
FedEx Shipping,36.56
Housing Rent - Late Fee,-603.0601
Lyft,-2363.0
Amazon Order - Baby Crib,63.12
Home Depot,3.98
Divorce Lawyer Fees,99.27
Dick's Sporting Goods,-3596.4993
Athletic Apparel,-3088.4204
Public Transportation - Bus Pass,-1987.4199
Restaurant - Pizza,-1090.52
Sprouts Market,-1202.2401
Wedding Planner,80.62
Babies "R" Us,63.57
Amazon Order - Athletic Equipment,-2993.8994
Uber,-2325.9607
Time Warner Cable,-450.0
Southwest Flights - Cancun,32.13
Bank Fee - Negative Balance,-494.60004
Paycheck,50200.0
Housing Rent,-19611.0
Kay Jewelry,16.05
Hospital - Prenatal Care,35.09
Bike Rental,-2778.7603
GNC,-3272.12
Refrigerator Depot,21.49
Food Delivery - GrubHub,-1282.2501
Vitamin Shoppe,-3586.72
Time Warne Cable - Late Payment Fee,-604.41
Mark's Movers,10.29
Restaurant - Steakhouse,-1465.6598
Public Transportation - Train Pass,-2575.5598
Hamilton Move & Storage,3.78
Whole Foods,-1337.58
Restaurant - Burgers,-1495.5398
Restaurant - Chinese,-1263.31
Total Gym Fees,-3533.64
Water & Sewer - Late Payment Penalty,-460.05
Credit Card Payment,-2772.0
BuyBuyBaby.com,25.96
Gas & Electric,-576.0
NFL Ticket - Chargers,-4213.7305
Best Western Hotel,7.55
Sam's Sporting Apparel,-3578.3896
Jerome's Furniture,63.13
Netflix Subscription,-89.81998
Von's Groceries,-928.5801
Cancun Beach Resort,33.78

User Id : 20458,
Podcast Subscription,-3522.0403
Credit Card Overdraft Fee,-1348.2201
Ralph's Grocery Store,-1583.3499
Red Box DVD Rental,-3588.7795
PlayStation Membership,-2673.39
Starbucks Coffee,-1377.8401
Water & Sewer,-954.0
Taxi,-2688.3801
FedEx Shipping,34.91
Housing Rent - Late Fee,-770.94
Lyft,-2416.2695
Amazon Order - Baby Crib,80.06
On Demand Movie,-3906.3088
Home Depot,33.74
Pet Smart,-3715.3096
Pet Supply - Cat Food,-3467.2805
Public Transportation - Bus Pass,-2572.9297
Sprouts Market,-858.56006
Restaurant - Pizza,-1148.71
Babies "R" Us,31.38
Wedding Planner,7.74
Uber,-2347.75
Wine Delivery,-3563.01
Southwest Flights - Cancun,115.93
Housing Rent,-20527.0
Bank Fee - Negative Balance,-291.72
Kay Jewelry,11.0
Hospital - Prenatal Care,30.95
Refrigerator Depot,29.73
Food Delivery - Uber Eats,-3714.721
Food Delivery - GrubHub,-5529.77
Time Warne Cable - Late Payment Fee,-478.25
Mark's Movers,61.95
Restaurant - Steakhouse,-1465.0599
Public Transportation - Train Pass,-2931.48
Hamilton Move & Storage,38.48
Whole Foods,-1355.6299
Restaurant - Burgers,-1052.4299
Restaurant - Chinese,-1941.8597
Water & Sewer - Late Payment Penalty,-823.81995
Credit Card Payment,-2772.0
BuyBuyBaby.com,24.24
On Demand TV,-3611.6296
ACS - Student Loans,-2430.0
Jerome's Furniture,38.02
Von's Groceries,-1151.24
Cancun Beach Resort,33.95

User Id : 8867,
Podcast Subscription,-3949.3704
Ralph's Grocery Store,-1287.1302
Red Box DVD Rental,-3593.6902
PlayStation Membership,-3987.93
Starbucks Coffee,-1369.2098
Water & Sewer,-954.0
Taxi,-2320.2002
FedEx Shipping,51.19
Lyft,-3629.7407
Amazon Order - Baby Crib,51.02
On Demand Movie,-3719.821
Home Depot,0.78
Pet Smart,-3453.6592
Pet Supply - Cat Food,-4958.3105
Public Transportation - Bus Pass,-2562.02
Sprouts Market,-1071.9701
Restaurant - Pizza,-1119.4102
Babies "R" Us,31.89
Wedding Planner,9.78
Uber,-2730.4397
Wine Delivery,-4101.851
Time Warner Cable,-450.0
Southwest Flights - Cancun,15.76
Paycheck,74440.0
Housing Rent,-18903.0
Kay Jewelry,10.18
Hospital - Prenatal Care,9.43
Refrigerator Depot,30.65
Food Delivery - Uber Eats,-3884.4702
Food Delivery - GrubHub,-4979.0503
Mark's Movers,12.83
Restaurant - Steakhouse,-1445.2697
Public Transportation - Train Pass,-2272.4702
Hamilton Move & Storage,11.22
Whole Foods,-1462.1101
Restaurant - Burgers,-1136.47
Restaurant - Chinese,-865.8401
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
BuyBuyBaby.com,8.88
On Demand TV,-4412.5693
Gas & Electric,-576.0
ACS - Student Loans,-2430.0
Jerome's Furniture,18.15
Netflix Subscription,-89.81998
Von's Groceries,-824.25
Cancun Beach Resort,0.56

User Id : 44675,
Podcast Subscription,-4392.69
Ralph's Grocery Store,-1003.7001
Red Box DVD Rental,-4722.3203
PlayStation Membership,-4423.551
Starbucks Coffee,-1182.5402
Water & Sewer,-954.0
Taxi,-3055.24
Lyft,-2345.6702
Amazon Order - Baby Crib,12.57
On Demand Movie,-3760.5693
Pet Smart,-3720.4905
Public Transportation - Bus Pass,-1882.83
Pet Supply - Cat Food,-3793.7803
Sprouts Market,-1064.74
Restaurant - Pizza,-1135.4299
Babies "R" Us,6.98
Uber,-2357.1895
Wine Delivery,-3230.7
Paycheck,27700.0
Housing Rent,-18625.0
Hospital - Prenatal Care,101.83
Food Delivery - Uber Eats,-3983.5396
Food Delivery - GrubHub,-4745.72
Restaurant - Steakhouse,-1096.5701
Public Transportation - Train Pass,-2924.5596
Whole Foods,-1481.2997
Restaurant - Burgers,-1303.3298
Restaurant - Chinese,-1323.3398
BuyBuyBaby.com,15.76
On Demand TV,-3549.34
Von's Groceries,-911.7498

User Id : 96265,
Ralph's Grocery Store,-1064.24
Comfort Inn,31.11
Starbucks Coffee,-1360.8301
Water & Sewer,-954.0
Taxi,-2713.0295
Lyft,-2385.8997
Amazon Order - Baby Crib,0.84
Divorce Lawyer Fees,37.94
Bowling,-2987.92
Public Transportation - Bus Pass,-2069.9602
John's Bar & Restaurant,-3643.9412
Sprouts Market,-1127.4
Restaurant - Pizza,-995.04987
Babies "R" Us,34.9
Uber,-2372.9502
Wine Bar,-3157.0703
Time Warner Cable,-450.0
Concert Ticket,-2804.7803
Paycheck,31223.0
Housing Rent,-20471.0
Hospital - Prenatal Care,36.77
Seaside Bar,-3438.9304
Karaoke Bar,-2655.5198
Food Delivery - GrubHub,-722.7399
Restaurant - Steakhouse,-595.79
Rodriguez's Bar and Grill,-2556.33
Public Transportation - Train Pass,-2491.9294
Movie Ticket,-3384.4802
Whole Foods,-1119.76
Restaurant - Burgers,-1499.9901
Restaurant - Chinese,-1015.01
Ice Skating Rink,-2807.2998
Fisker Night Club,-3611.21
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
BuyBuyBaby.com,3.74
Gas & Electric,-576.0
Best Western Hotel,112.02
Green Flash Brewery,-2858.5012
ACS - Student Loans,-2430.0
Owl Night Club,-3125.0798
Netflix Subscription,-89.81998
Von's Groceries,-802.33014

User Id : 23752,
Credit Card Overdraft Fee,-1090.99
Ralph's Grocery Store,-1444.91
Comfort Inn,32.96
Starbucks Coffee,-1420.8901
Taxi,-2321.5999
FedEx Shipping,21.85
Housing Rent - Late Fee,-450.39
Lyft,-2597.4607
Amazon Order - Baby Crib,109.52
Home Depot,118.66
Divorce Lawyer Fees,0.27
Bowling,-2532.9507
Public Transportation - Bus Pass,-2990.3203
John's Bar & Restaurant,-2815.2998
Sprouts Market,-1418.58
Restaurant - Pizza,-1092.7399
Wedding Planner,8.09
Babies "R" Us,13.91
Uber,-2566.96
Wine Bar,-2446.6392
Southwest Flights - Cancun,7.32
Concert Ticket,-2640.4802
Paycheck,28081.0
Housing Rent,-19134.0
Bank Fee - Negative Balance,-695.69006
Kay Jewelry,20.21
Hospital - Prenatal Care,3.12
Seaside Bar,-2687.8599
Karaoke Bar,-2944.9204
Refrigerator Depot,24.75
Food Delivery - GrubHub,-788.9701
Time Warne Cable - Late Payment Fee,-226.26999
Mark's Movers,4.77
Restaurant - Steakhouse,-1161.42
Rodriguez's Bar and Grill,-3356.6006
Public Transportation - Train Pass,-2647.4404
Movie Ticket,-2956.7297
Hamilton Move & Storage,14.85
Whole Foods,-764.9601
Restaurant - Burgers,-1483.16
Restaurant - Chinese,-1306.3802
Ice Skating Rink,-3286.23
Water & Sewer - Late Payment Penalty,-582.87994
Fisker Night Club,-2301.6003
Navient - Student Loans,-3546.0
BuyBuyBaby.com,36.99
Best Western Hotel,20.05
Green Flash Brewery,-3446.8594
Jerome's Furniture,29.09
Owl Night Club,-2742.9202
Netflix Subscription,-89.81998
Von's Groceries,-1275.5399
Cancun Beach Resort,37.9

User Id : 35277,
Amazon Order - Paint Bushes,-3457.16
Guitar Center,-3311.3796
Credit Card Overdraft Fee,-1072.7402
Ralph's Grocery Store,-1551.3098
Music Lessons - Piano,-3973.99
Starbucks Coffee,-1129.5099
Taxi,-2284.0005
FedEx Shipping,24.51
Housing Rent - Late Fee,-547.72003
Lyft,-2201.7397
Amazon Order - Baby Crib,36.14
Home Depot,25.68
Ashley's Craft Store,-4138.351
Public Transportation - Bus Pass,-2704.9797
Sprouts Market,-1079.0399
Restaurant - Pizza,-1184.0503
Babies "R" Us,16.16
Wedding Planner,1.31
Uber,-1842.9199
Southwest Flights - Cancun,20.22
Bank Fee - Negative Balance,-456.66
Paycheck,33900.0
Housing Rent,-19490.0
Kay Jewelry,31.39
Hospital - Prenatal Care,27.36
Refrigerator Depot,17.71
Michael's Crafts,-2588.9795
Food Delivery - GrubHub,-1727.09
Art's Art Supplies,-3379.9998
Time Warne Cable - Late Payment Fee,-412.66003
Mark's Movers,54.15
Restaurant - Steakhouse,-1168.68
Public Transportation - Train Pass,-2199.6003
Hamilton Move & Storage,114.1
Whole Foods,-863.6399
Restaurant - Burgers,-1085.65
Restaurant - Chinese,-1286.96
Water & Sewer - Late Payment Penalty,-416.05
BuyBuyBaby.com,73.59
Amazon Order - Paint Canvas,-4401.3394
Gas & Electric,-576.0
Jerome's Furniture,65.27
Art Auction,-3604.8699
Painting Course Fees,-4975.7295
Von's Groceries,-1031.8402
Cancun Beach Resort,35.52

User Id : 68995,
Ralph's Grocery Store,-1130.9199
Comfort Inn,34.95
NBA Ticket - Lakers,-3395.7986
Starbucks Coffee,-1428.5599
Taxi,-2182.1604
FedEx Shipping,14.49
Lyft,-3029.52
Amazon Order - Baby Crib,33.58
Home Depot,19.15
Divorce Lawyer Fees,12.56
Dick's Sporting Goods,-4048.2502
Athletic Apparel,-3686.3303
Public Transportation - Bus Pass,-2220.58
Restaurant - Pizza,-1280.22
Sprouts Market,-1510.45
Babies "R" Us,9.72
Wedding Planner,57.66
Uber,-2836.6897
Amazon Order - Athletic Equipment,-3588.7095
Southwest Flights - Cancun,103.11
Paycheck,43950.0
Housing Rent,-18163.0
Kay Jewelry,32.05
Hospital - Prenatal Care,39.6
Bike Rental,-3513.599
GNC,-3379.7407
Refrigerator Depot,23.36
Vitamin Shoppe,-3985.25
Food Delivery - GrubHub,-902.32
Mark's Movers,33.88
Restaurant - Steakhouse,-1274.17
Public Transportation - Train Pass,-2151.7402
Hamilton Move & Storage,24.22
Whole Foods,-1699.9
Restaurant - Burgers,-1531.3599
Restaurant - Chinese,-1036.82
Total Gym Fees,-3967.691
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
BuyBuyBaby.com,8.83
Gas & Electric,-576.0
NFL Ticket - Chargers,-3798.3494
Best Western Hotel,27.15
Sam's Sporting Apparel,-2912.5403
ACS - Student Loans,-2430.0
Jerome's Furniture,49.32
Netflix Subscription,-89.81998
Von's Groceries,-1487.88
Cancun Beach Resort,5.55

User Id : 12013,
Ralph's Grocery Store,-1513.5598
Comfort Inn,1.31
NBA Ticket - Lakers,-3593.7305
Starbucks Coffee,-1481.51
Water & Sewer,-954.0
Taxi,-2314.36
FedEx Shipping,83.06
Lyft,-2435.7996
Amazon Order - Baby Crib,15.49
Home Depot,2.82
Divorce Lawyer Fees,0.04
Dick's Sporting Goods,-3591.9504
Public Transportation - Bus Pass,-2088.83
Athletic Apparel,-4173.1113
Sprouts Market,-1412.8401
Restaurant - Pizza,-1334.1799
Babies "R" Us,25.04
Wedding Planner,9.72
Amazon Order - Athletic Equipment,-3808.951
Uber,-2983.04
Time Warner Cable,-450.0
Southwest Flights - Cancun,11.78
Housing Rent,-18955.0
Kay Jewelry,27.77
Paycheck,188.0
Hospital - Prenatal Care,29.79
Bike Rental,-3969.05
GNC,-4342.5996
Refrigerator Depot,25.45
Food Delivery - GrubHub,-1418.3599
Vitamin Shoppe,-3890.2495
Mark's Movers,4.94
Restaurant - Steakhouse,-1212.6099
Public Transportation - Train Pass,-2049.02
Hamilton Move & Storage,31.23
Whole Foods,-712.84
Restaurant - Burgers,-1352.3801
Restaurant - Chinese,-855.41003
Total Gym Fees,-3700.9392
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
BuyBuyBaby.com,24.21
Gas & Electric,-576.0
NFL Ticket - Chargers,-3518.3706
Best Western Hotel,10.46
Sam's Sporting Apparel,-3756.6697
Jerome's Furniture,24.05
Netflix Subscription,-89.81998
Von's Groceries,-924.58014
Cancun Beach Resort,16.96

User Id : 34686,
Ralph's Grocery Store,-961.79
Comfort Inn,38.23
Starbucks Coffee,-1310.3202
Taxi,-2587.8994
Lyft,-3075.75
Divorce Lawyer Fees,8.87
Bowling,-2907.0005
Public Transportation - Bus Pass,-2691.0598
John's Bar & Restaurant,-2550.0198
Sprouts Market,-657.24005
Restaurant - Pizza,-1080.03
Uber,-2528.14
Wine Bar,-2875.7205
Concert Ticket,-3081.2998
Paycheck,76760.0
Housing Rent,-20006.0
Seaside Bar,-3544.9004
Karaoke Bar,-2591.4604
Food Delivery - GrubHub,-1677.2399
Restaurant - Steakhouse,-1060.38
Rodriguez's Bar and Grill,-3655.0996
Public Transportation - Train Pass,-2754.1199
Movie Ticket,-3604.1602
Whole Foods,-669.9099
Restaurant - Burgers,-1627.84
Restaurant - Chinese,-1116.34
Ice Skating Rink,-3450.9104
Fisker Night Club,-3214.5295
Credit Card Payment,-2772.0
Best Western Hotel,6.42
Green Flash Brewery,-3742.001
Owl Night Club,-3327.7488
Von's Groceries,-1043.5898

User Id : 46816,
Ralph's Grocery Store,-1240.9598
Comfort Inn,38.24
Water & Sewer,-954.0
Starbucks Coffee,-1163.6702
Taxi,-2249.1396
Lyft,-2357.8296
Divorce Lawyer Fees,44.34
Bowling,-3544.3296
Public Transportation - Bus Pass,-2127.7195
John's Bar & Restaurant,-2969.4602
Sprouts Market,-1465.8202
Restaurant - Pizza,-1317.5598
Uber,-2119.5596
Wine Bar,-2899.9402
Time Warner Cable,-450.0
Concert Ticket,-2764.1794
Paycheck,81220.0
Housing Rent,-18486.0
Seaside Bar,-2748.8496
Karaoke Bar,-2884.0508
Food Delivery - GrubHub,-1390.9999
Restaurant - Steakhouse,-1887.0403
Rodriguez's Bar and Grill,-2986.5598
Public Transportation - Train Pass,-1820.6898
Movie Ticket,-3262.8398
Whole Foods,-1402.5499
Restaurant - Burgers,-1283.24
Restaurant - Chinese,-844.02
Ice Skating Rink,-3133.5398
Fisker Night Club,-2993.09
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
Gas & Electric,-576.0
Best Western Hotel,113.95
Green Flash Brewery,-3079.931
ACS - Student Loans,-2430.0
Owl Night Club,-2798.1895
Von's Groceries,-1295.9

User Id : 78908,
Credit Card Overdraft Fee,-1090.4701
Ralph's Grocery Store,-1076.4099
Comfort Inn,8.24
NBA Ticket - Lakers,-2648.33
Starbucks Coffee,-1320.5801
Water & Sewer,-954.0
Taxi,-2899.3596
FedEx Shipping,8.55
Housing Rent - Late Fee,-609.07
Lyft,-2349.96
Amazon Order - Baby Crib,1.34
Home Depot,0.87
Divorce Lawyer Fees,16.48
Dick's Sporting Goods,-2976.8496
Public Transportation - Bus Pass,-2149.2197
Athletic Apparel,-2452.24
Sprouts Market,-1411.8901
Restaurant - Pizza,-909.5601
Babies "R" Us,29.19
Wedding Planner,5.89
Amazon Order - Athletic Equipment,-3318.6995
Uber,-2305.0295
Southwest Flights - Cancun,31.19
Bank Fee - Negative Balance,-685.31995
Paycheck,78120.0
Housing Rent,-19188.0
Kay Jewelry,21.46
Hospital - Prenatal Care,25.76
Bike Rental,-3693.939
GNC,-3976.2397
Refrigerator Depot,5.9
Vitamin Shoppe,-3150.4692
Food Delivery - GrubHub,-1553.7603
Time Warne Cable - Late Payment Fee,-302.26
Mark's Movers,6.61
Restaurant - Steakhouse,-1140.0499
Public Transportation - Train Pass,-2374.0205
Hamilton Move & Storage,1.61
Whole Foods,-716.36993
Restaurant - Burgers,-970.62
Restaurant - Chinese,-1186.8801
Total Gym Fees,-3582.45
Water & Sewer - Late Payment Penalty,-349.41995
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
BuyBuyBaby.com,35.04
NFL Ticket - Chargers,-3277.311
Best Western Hotel,115.46
Sam's Sporting Apparel,-3261.9995
Jerome's Furniture,63.82
Netflix Subscription,-89.81998
Von's Groceries,-1274.4601
Cancun Beach Resort,24.42

User Id : 13015,
Ralph's Grocery Store,-1277.1901
Comfort Inn,20.47
NBA Ticket - Lakers,-4107.25
Starbucks Coffee,-1025.53
Taxi,-2976.0796
FedEx Shipping,15.02
Lyft,-2376.1694
Home Depot,6.24
Divorce Lawyer Fees,21.94
Dick's Sporting Goods,-3724.6892
Athletic Apparel,-3008.7405
Public Transportation - Bus Pass,-2507.4097
Restaurant - Pizza,-1071.7999
Sprouts Market,-1136.0701
Wedding Planner,29.25
Uber,-2172.8403
Amazon Order - Athletic Equipment,-4084.0706
Southwest Flights - Cancun,39.25
Paycheck,52620.0
Housing Rent,-19844.0
Kay Jewelry,27.83
GNC,-4414.6294
Bike Rental,-3785.6492
Refrigerator Depot,17.88
Food Delivery - GrubHub,-1155.1799
Vitamin Shoppe,-3658.0403
Mark's Movers,26.7
Restaurant - Steakhouse,-774.5
Public Transportation - Train Pass,-3379.1396
Hamilton Move & Storage,57.07
Whole Foods,-1093.1201
Restaurant - Burgers,-1731.87
Restaurant - Chinese,-1410.4801
Total Gym Fees,-3779.8093
Credit Card Payment,-2772.0
Gas & Electric,-576.0
NFL Ticket - Chargers,-4077.6904
Best Western Hotel,1.08
Sam's Sporting Apparel,-3547.1504
ACS - Student Loans,-2430.0
Jerome's Furniture,34.57
Von's Groceries,-915.8901
Cancun Beach Resort,1.53

User Id : 73275,
Podcast Subscription,-3362.6104
Ralph's Grocery Store,-1552.34
Red Box DVD Rental,-3978.2095
PlayStation Membership,-3035.6306
Starbucks Coffee,-1567.7401
Water & Sewer,-954.0
Taxi,-2209.4802
FedEx Shipping,35.81
Lyft,-2384.8
Amazon Order - Baby Crib,38.56
On Demand Movie,-3239.7996
Home Depot,35.0
Pet Smart,-4191.041
Public Transportation - Bus Pass,-2548.0002
Pet Supply - Cat Food,-2748.4902
Sprouts Market,-1501.6902
Restaurant - Pizza,-1398.6698
Babies "R" Us,117.24
Wedding Planner,32.92
Uber,-2753.2195
Wine Delivery,-3905.18
Southwest Flights - Cancun,22.76
Housing Rent,-19225.0
Kay Jewelry,28.75
Paycheck,23030.0
Hospital - Prenatal Care,21.19
Refrigerator Depot,32.53
Food Delivery - Uber Eats,-2984.8796
Food Delivery - GrubHub,-4909.3413
Mark's Movers,17.98
Restaurant - Steakhouse,-1279.51
Public Transportation - Train Pass,-2956.3706
Hamilton Move & Storage,118.12
Whole Foods,-1521.8099
Restaurant - Burgers,-1049.41
Restaurant - Chinese,-1347.51
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
BuyBuyBaby.com,9.03
On Demand TV,-3481.819
Gas & Electric,-576.0
Jerome's Furniture,103.86
Netflix Subscription,-89.81998
Von's Groceries,-1484.84
Cancun Beach Resort,36.56

User Id : 9367,
Podcast Subscription,-3844.01
Ralph's Grocery Store,-1024.4501
Red Box DVD Rental,-4577.308
PlayStation Membership,-4162.5605
Starbucks Coffee,-1162.5
Water & Sewer,-954.0
Taxi,-1937.9097
Lyft,-2657.91
On Demand Movie,-4517.349
Pet Smart,-4186.67
Pet Supply - Cat Food,-3487.7397
Public Transportation - Bus Pass,-2257.0195
Sprouts Market,-1005.1
Restaurant - Pizza,-1169.69
Wedding Planner,13.01
Uber,-2990.77
Wine Delivery,-3523.6406
Time Warner Cable,-450.0
Southwest Flights - Cancun,21.12
Paycheck,16563.0
Housing Rent,-18659.0
Kay Jewelry,69.14
Food Delivery - Uber Eats,-3482.4395
Food Delivery - GrubHub,-5390.148
Restaurant - Steakhouse,-1082.8899
Public Transportation - Train Pass,-2980.73
Whole Foods,-1498.0604
Restaurant - Burgers,-1211.36
Restaurant - Chinese,-1144.5798
Credit Card Payment,-2772.0
On Demand TV,-4335.9194
Gas & Electric,-576.0
ACS - Student Loans,-2430.0
Von's Groceries,-1247.8302
Cancun Beach Resort,5.46

User Id : 3015,
Amazon Order - Paint Bushes,-3092.0798
Guitar Center,-4808.641
Credit Card Overdraft Fee,-740.64984
Ralph's Grocery Store,-1102.2899
Music Lessons - Piano,-3515.4104
Starbucks Coffee,-1509.39
Taxi,-2612.65
FedEx Shipping,27.76
Housing Rent - Late Fee,-523.58997
Lyft,-2255.9097
Home Depot,21.49
Ashley's Craft Store,-3346.0293
Public Transportation - Bus Pass,-2255.1602
Sprouts Market,-844.2699
Restaurant - Pizza,-1247.1
Uber,-2030.1099
Bank Fee - Negative Balance,-1297.46
Housing Rent,-17964.0
Paycheck,17010.0
Refrigerator Depot,75.58
Michael's Crafts,-4148.6704
Food Delivery - GrubHub,-1604.0398
Art's Art Supplies,-4399.7695
Time Warne Cable - Late Payment Fee,-782.33997
Mark's Movers,21.39
Restaurant - Steakhouse,-1018.3399
Public Transportation - Train Pass,-1593.01
Hamilton Move & Storage,6.3
Whole Foods,-1400.2603
Restaurant - Burgers,-1260.4199
Restaurant - Chinese,-821.59015
Water & Sewer - Late Payment Penalty,-777.66003
Navient - Student Loans,-3546.0
Amazon Order - Paint Canvas,-3773.1501
Jerome's Furniture,7.3
Art Auction,-3757.9204
Painting Course Fees,-3928.0596
Von's Groceries,-832.8401

User Id : 28816,
Amazon Order - Paint Bushes,-3644.861
Guitar Center,-4891.7793
Ralph's Grocery Store,-1116.96
Music Lessons - Piano,-4624.102
Starbucks Coffee,-1599.2603
Taxi,-2606.39
FedEx Shipping,24.29
Lyft,-2751.3801
Amazon Order - Baby Crib,6.05
Home Depot,32.81
Ashley's Craft Store,-4180.0605
Public Transportation - Bus Pass,-2318.9497
Sprouts Market,-1318.39
Restaurant - Pizza,-798.7001
Babies "R" Us,9.67
Wedding Planner,65.19
Uber,-1737.5399
Time Warner Cable,-450.0
Southwest Flights - Cancun,17.81
Paycheck,33154.0
Housing Rent,-21249.0
Kay Jewelry,7.97
Hospital - Prenatal Care,2.09
Refrigerator Depot,22.29
Michael's Crafts,-4035.4502
Food Delivery - GrubHub,-974.55005
Art's Art Supplies,-4379.1094
Mark's Movers,19.23
Restaurant - Steakhouse,-1368.5199
Public Transportation - Train Pass,-2129.5896
Hamilton Move & Storage,10.6
Whole Foods,-877.37994
Restaurant - Burgers,-1158.7899
Restaurant - Chinese,-1395.97
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
BuyBuyBaby.com,4.88
Amazon Order - Paint Canvas,-4599.22
Gas & Electric,-576.0
Jerome's Furniture,64.47
Art Auction,-3588.959
Painting Course Fees,-4456.6
Netflix Subscription,-89.81998
Von's Groceries,-1149.6901
Cancun Beach Resort,5.5

User Id : 94765,
Ralph's Grocery Store,-1283.6299
Starbucks Coffee,-1392.4401
Water & Sewer,-954.0
Taxi,-2378.4897
FedEx Shipping,119.55
Lyft,-2089.5098
Amazon Order - Baby Crib,30.46
Home Depot,82.62
Goods2 - ThinkGeek,-2727.3604
Public Transportation - Bus Pass,-2406.0605
Amazon Order - Biology Book,-2480.58
Restaurant - Pizza,-882.26984
Sprouts Market,-1065.72
Wedding Planner,24.4
Babies "R" Us,32.01
Uber,-2800.71
Time Warner Cable,-450.0
Southwest Flights - Cancun,6.82
Paycheck,59440.0
Housing Rent,-19524.0
Kay Jewelry,25.47
Hospital - Prenatal Care,25.45
Refrigerator Depot,41.82
DVD - Star Trek,-2482.7195
Amazon Order - Star Wars Figurine,-2110.6604
Food Delivery - GrubHub,-1305.72
Coffee,-2823.0208
Mark's Movers,73.09
Restaurant - Steakhouse,-1722.8901
Public Transportation - Train Pass,-2393.2603
Hamilton Move & Storage,36.44
Science Museum,-2571.5908
Whole Foods,-1256.36
Art Museum,-2640.7097
Restaurant - Burgers,-1426.0701
Mary's Book Store,-2934.4692
Amazon Order - Science Book,-2243.1501
Restaurant - Chinese,-1081.0702
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
BuyBuyBaby.com,34.36
Gas & Electric,-576.0
ACS - Student Loans,-2430.0
Video Game - PlayStation,-2905.5095
Jerome's Furniture,35.54
Amazon Order - Mathematics Book,-2881.79
Online Education Courses,-2098.2402
San Diego Museum,-2361.1304
Netflix Subscription,-89.81998
Von's Groceries,-888.4099
Library Membership,-2653.6995
Cancun Beach Resort,0.17

User Id : 10115,
Amazon Order - Paint Bushes,-4463.11
Guitar Center,-3549.6006
Ralph's Grocery Store,-1005.51013
Music Lessons - Piano,-4206.2
Water & Sewer,-954.0
Starbucks Coffee,-1171.14
Taxi,-2162.11
FedEx Shipping,8.33
Lyft,-2372.5103
Amazon Order - Baby Crib,9.25
Home Depot,25.3
Ashley's Craft Store,-3576.3398
Public Transportation - Bus Pass,-3059.6702
Sprouts Market,-840.16986
Restaurant - Pizza,-945.29
Wedding Planner,36.79
Babies "R" Us,80.54
Uber,-2402.68
Time Warner Cable,-450.0
Southwest Flights - Cancun,34.06
Paycheck,85920.0
Housing Rent,-19603.0
Kay Jewelry,29.94
Hospital - Prenatal Care,104.7
Refrigerator Depot,28.06
Michael's Crafts,-3953.961
Food Delivery - GrubHub,-1106.0002
Art's Art Supplies,-3771.4604
Mark's Movers,33.26
Restaurant - Steakhouse,-1525.8201
Public Transportation - Train Pass,-2245.7002
Hamilton Move & Storage,28.49
Whole Foods,-1083.81
Restaurant - Burgers,-1169.89
Restaurant - Chinese,-1390.4299
Credit Card Payment,-2772.0
BuyBuyBaby.com,29.75
Amazon Order - Paint Canvas,-4087.301
Gas & Electric,-576.0
ACS - Student Loans,-2430.0
Jerome's Furniture,20.42
Art Auction,-3802.6294
Painting Course Fees,-3905.6802
Netflix Subscription,-89.81998
Von's Groceries,-807.26
Cancun Beach Resort,7.18

User Id : 1882,
Ralph's Grocery Store,-1693.6598
Comfort Inn,13.37
Starbucks Coffee,-1700.9003
Water & Sewer,-954.0
Taxi,-2996.3005
FedEx Shipping,23.93
Lyft,-2957.0698
Amazon Order - Baby Crib,32.32
Home Depot,12.78
Divorce Lawyer Fees,4.92
Bowling,-3063.2593
Public Transportation - Bus Pass,-3078.5203
John's Bar & Restaurant,-2858.63
Sprouts Market,-1152.2301
Restaurant - Pizza,-1225.48
Babies "R" Us,16.07
Wedding Planner,28.79
Uber,-2687.5896
Wine Bar,-2546.3604
Time Warner Cable,-450.0
Southwest Flights - Cancun,6.81
Concert Ticket,-2546.97
Housing Rent,-20558.0
Paycheck,35020.0
Kay Jewelry,62.95
Hospital - Prenatal Care,33.79
Seaside Bar,-3308.4004
Karaoke Bar,-3325.5999
Refrigerator Depot,4.82
Food Delivery - GrubHub,-1047.0599
Mark's Movers,8.97
Restaurant - Steakhouse,-1273.27
Rodriguez's Bar and Grill,-2716.17
Public Transportation - Train Pass,-2555.05
